Debtor,Age at enrollment,Curricular units 1st sem (approved),Curricular units 2nd sem (enrolled),Curricular units 1st sem (enrolled),Curricular units 2nd sem (approved),Target
0,19,0,8,7,0,Dropout
0,18,6,6,6,4,Graduate
0,18,7,8,8,7,Graduate
0,20,7,8,8,7,Graduate
0,22,6,8,7,7,Graduate
0,18,0,6,6,0,Dropout
0,19,6,6,6,6,Graduate
0,20,4,6,6,3,Dropout
0,19,5,6,6,6,Enrolled
0,20,6,6,6,6,Graduate
0,28,4,6,6,4,Dropout
0,19,6,6,6,3,Graduate
0,22,6,6,6,4,Enrolled
0,19,6,6,6,6,Graduate
0,18,0,6,6,0,Dropout
0,18,6,6,6,6,Graduate
0,22,4,5,5,5,Graduate
0,20,11,9,11,9,Graduate
0,24,5,5,5,5,Graduate
1,22,12,17,17,11,Enrolled
0,20,6,6,6,5,Enrolled
0,20,7,8,7,8,Graduate
0,35,0,6,6,0,Dropout
0,18,5,5,5,5,Graduate
0,19,6,6,6,6,Graduate
0,18,7,8,7,8,Graduate
0,18,4,6,6,4,Dropout
0,31,6,6,6,6,Enrolled
0,19,6,6,6,6,Graduate
0,20,7,8,7,8,Graduate
0,21,0,6,6,0,Dropout
0,18,7,8,8,7,Graduate
0,18,2,6,6,0,Dropout
0,33,5,5,5,5,Graduate
0,18,6,6,6,5,Enrolled
0,18,0,0,0,0,Dropout
1,21,2,5,5,4,Enrolled
0,19,4,6,6,4,Enrolled
0,28,5,5,5,5,Graduate
0,29,0,5,4,0,Dropout
1,36,6,6,6,3,Dropout
0,32,6,6,6,6,Graduate
0,25,7,8,8,7,Enrolled
0,33,8,10,10,9,Enrolled
0,34,3,7,7,1,Dropout
0,33,5,6,6,6,Graduate
1,29,2,5,5,3,Dropout
0,18,6,8,7,0,Dropout
0,18,6,6,6,6,Graduate
0,38,4,6,6,6,Graduate
0,19,6,7,7,6,Graduate
0,39,6,6,6,6,Graduate
0,37,12,12,14,11,Graduate
0,32,0,8,7,0,Dropout
0,18,0,6,1,0,Dropout
0,20,7,8,7,8,Enrolled
0,20,6,6,6,6,Graduate
0,23,6,6,6,6,Graduate
0,19,5,5,5,4,Enrolled
0,18,6,6,6,6,Graduate
0,19,5,5,5,5,Graduate
0,20,4,6,6,5,Graduate
0,19,6,8,8,6,Dropout
0,19,7,8,8,7,Graduate
0,18,4,6,6,5,Graduate
0,20,7,8,8,7,Graduate
0,20,7,8,7,8,Graduate
0,24,7,8,8,7,Graduate
0,24,0,7,7,0,Dropout
0,20,6,6,6,6,Graduate
0,20,6,6,6,3,Enrolled
0,18,6,6,6,6,Enrolled
0,18,7,8,8,7,Graduate
0,21,5,5,5,5,Graduate
0,18,4,6,6,5,Graduate
0,19,7,8,8,7,Graduate
0,22,6,6,6,6,Graduate
0,19,5,6,6,6,Graduate
0,18,6,7,7,6,Graduate
0,19,2,5,5,5,Enrolled
0,24,7,8,8,7,Enrolled
0,19,3,5,5,4,Enrolled
0,34,6,6,6,6,Graduate
0,19,6,10,12,6,Graduate
0,18,6,7,7,6,Graduate
0,19,7,8,7,8,Graduate
0,25,7,8,8,7,Graduate
0,21,8,12,12,8,Enrolled
0,18,5,6,6,5,Enrolled
0,18,4,6,6,6,Graduate
0,28,5,6,6,5,Graduate
0,18,7,8,8,7,Graduate
0,41,6,6,6,5,Graduate
0,18,3,6,6,4,Dropout
0,21,4,6,6,4,Graduate
1,41,0,6,6,0,Dropout
0,32,2,3,3,1,Dropout
0,29,6,6,6,6,Graduate
0,24,5,8,7,7,Enrolled
0,22,6,8,7,8,Enrolled
0,21,0,6,6,0,Dropout
0,39,4,7,7,4,Dropout
0,44,4,6,6,2,Enrolled
0,20,2,5,5,2,Enrolled
0,21,12,14,14,12,Graduate
0,18,6,6,6,6,Graduate
1,34,5,6,6,5,Graduate
0,18,5,5,5,4,Graduate
1,19,0,0,0,0,Enrolled
0,18,3,6,6,3,Dropout
0,19,5,6,6,6,Graduate
0,18,7,8,8,7,Enrolled
0,19,1,5,5,2,Dropout
0,19,6,8,7,7,Graduate
0,18,6,6,6,6,Graduate
0,23,5,6,6,6,Graduate
0,18,5,6,6,5,Enrolled
0,33,6,6,6,3,Dropout
0,19,6,6,6,6,Graduate
0,21,0,0,0,0,Dropout
0,18,7,8,7,8,Graduate
0,21,4,5,5,4,Enrolled
0,19,6,6,6,6,Graduate
0,20,4,6,6,4,Graduate
0,20,0,4,4,0,Dropout
0,20,4,6,6,3,Enrolled
0,18,0,6,6,4,Enrolled
0,18,1,5,5,1,Enrolled
0,20,7,8,7,8,Graduate
0,21,6,6,6,6,Graduate
0,19,7,8,8,7,Graduate
0,18,6,6,6,6,Graduate
1,27,6,6,6,5,Enrolled
0,21,7,8,7,7,Graduate
0,18,7,8,7,8,Graduate
1,18,4,6,6,3,Enrolled
1,28,0,5,6,0,Dropout
0,36,5,7,7,3,Dropout
0,20,5,5,5,5,Graduate
0,19,5,6,6,5,Graduate
0,20,0,5,5,0,Enrolled
0,19,3,5,5,4,Enrolled
0,28,5,6,6,6,Graduate
0,20,4,5,5,5,Graduate
0,28,12,12,14,8,Graduate
0,24,3,10,10,6,Dropout
0,20,6,6,6,4,Enrolled
0,22,4,6,6,5,Enrolled
0,18,6,6,6,4,Graduate
1,22,2,5,5,0,Dropout
0,18,6,6,6,4,Graduate
0,21,7,8,8,7,Graduate
0,19,6,6,6,6,Graduate
0,22,3,6,6,4,Enrolled
0,20,7,8,8,7,Graduate
0,20,4,5,5,5,Graduate
1,19,6,6,6,6,Graduate
0,20,0,0,0,0,Enrolled
0,20,5,6,6,6,Graduate
0,20,5,6,6,4,Dropout
0,19,6,7,7,6,Graduate
0,18,6,6,6,4,Graduate
0,18,7,8,7,8,Graduate
0,19,0,0,0,0,Dropout
0,20,5,5,5,5,Graduate
0,22,6,6,6,4,Graduate
0,18,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,20,5,6,6,5,Graduate
0,19,7,8,7,8,Graduate
1,18,0,0,0,0,Dropout
1,20,0,5,4,0,Dropout
0,19,6,6,6,6,Graduate
0,18,6,6,6,6,Enrolled
0,18,5,6,6,6,Graduate
0,22,2,5,5,0,Dropout
0,18,6,6,6,6,Graduate
0,20,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,6,8,7,8,Graduate
0,21,6,6,6,6,Graduate
0,19,4,6,6,6,Dropout
0,19,6,6,6,6,Graduate
0,45,5,6,6,5,Enrolled
0,28,1,5,5,0,Dropout
0,28,7,8,7,8,Graduate
1,25,4,5,5,4,Enrolled
1,19,3,6,6,4,Dropout
0,19,7,8,8,7,Graduate
0,20,3,5,5,4,Enrolled
0,22,4,6,6,3,Enrolled
0,20,6,6,6,6,Graduate
0,20,6,7,7,6,Enrolled
1,20,3,5,5,2,Dropout
0,27,6,6,6,6,Graduate
0,22,6,6,6,5,Graduate
1,19,7,8,8,7,Dropout
0,19,4,6,6,2,Dropout
0,18,6,6,6,6,Enrolled
0,19,12,11,12,10,Dropout
1,20,0,6,7,0,Dropout
0,39,12,13,15,8,Dropout
1,37,6,6,6,6,Graduate
1,30,3,7,7,3,Dropout
0,41,10,10,10,10,Graduate
0,40,5,8,8,5,Dropout
0,20,2,5,5,0,Dropout
0,28,5,5,5,5,Graduate
1,19,5,7,7,0,Dropout
0,23,3,5,5,4,Dropout
0,18,13,11,16,9,Dropout
0,24,7,8,8,7,Graduate
0,21,3,5,5,4,Enrolled
0,19,7,8,8,7,Graduate
0,19,3,6,6,2,Dropout
1,48,0,6,6,0,Dropout
0,38,9,12,12,9,Dropout
0,19,5,5,5,5,Graduate
0,30,3,5,5,1,Dropout
0,24,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,21,0,0,0,0,Enrolled
0,21,6,6,6,5,Graduate
0,19,4,5,5,4,Dropout
0,18,6,6,6,1,Enrolled
0,18,6,6,6,6,Graduate
0,19,5,5,5,5,Dropout
0,19,7,8,8,7,Graduate
0,18,3,5,5,3,Enrolled
0,25,6,6,6,5,Enrolled
0,18,4,5,5,3,Enrolled
0,29,1,5,5,0,Dropout
0,21,1,5,5,3,Dropout
1,18,6,6,6,6,Graduate
0,20,0,6,6,0,Dropout
0,27,1,5,5,0,Dropout
0,21,3,6,6,0,Enrolled
0,20,4,5,5,3,Dropout
1,28,1,5,5,0,Dropout
0,24,6,7,7,7,Enrolled
0,22,4,5,5,3,Enrolled
0,20,5,5,5,4,Graduate
0,21,3,5,5,5,Graduate
1,23,2,6,6,2,Dropout
0,18,5,6,6,6,Graduate
0,20,12,13,14,11,Graduate
0,19,0,0,0,0,Graduate
0,32,7,8,7,8,Graduate
0,20,3,6,6,1,Dropout
0,32,18,13,18,12,Graduate
0,28,8,10,13,6,Enrolled
0,21,4,9,7,7,Graduate
0,19,5,6,6,6,Graduate
0,24,3,5,5,0,Dropout
0,18,1,5,5,1,Dropout
0,20,5,6,6,5,Graduate
0,25,0,0,0,0,Dropout
0,25,13,14,15,12,Dropout
0,18,5,6,6,6,Dropout
0,19,4,5,5,0,Dropout
0,18,4,5,5,5,Dropout
0,25,0,5,5,0,Dropout
0,38,0,0,0,0,Dropout
0,19,0,0,0,0,Dropout
0,19,6,6,6,5,Graduate
0,22,6,6,6,6,Graduate
0,18,0,5,5,1,Enrolled
0,32,4,5,5,2,Dropout
0,37,21,19,21,19,Graduate
0,21,0,5,5,0,Dropout
0,18,3,6,6,2,Dropout
1,19,6,6,6,6,Graduate
0,19,6,6,6,6,Graduate
0,19,12,11,12,11,Graduate
0,19,5,6,6,6,Graduate
1,21,3,5,5,4,Enrolled
0,28,4,5,5,4,Enrolled
1,19,5,6,6,4,Dropout
1,28,2,5,5,0,Dropout
0,19,7,8,8,7,Graduate
0,32,13,11,14,10,Graduate
1,26,4,6,6,5,Dropout
0,25,0,5,5,0,Dropout
0,31,6,6,7,5,Dropout
0,20,5,6,6,6,Graduate
0,19,0,6,6,0,Dropout
0,23,0,0,0,0,Dropout
0,18,5,6,6,6,Graduate
0,19,6,6,6,5,Dropout
0,18,6,6,6,6,Graduate
0,21,3,5,5,2,Enrolled
0,20,1,6,6,1,Enrolled
0,24,5,5,5,4,Graduate
0,18,3,5,5,4,Enrolled
0,25,12,14,14,12,Graduate
0,20,3,5,5,4,Graduate
0,18,7,8,8,7,Graduate
0,24,3,5,5,3,Dropout
0,18,5,7,7,6,Enrolled
1,21,5,6,6,5,Dropout
0,18,6,6,6,6,Graduate
0,20,1,6,6,0,Dropout
0,19,2,5,5,2,Dropout
0,20,7,8,7,8,Graduate
0,20,7,8,8,7,Graduate
0,20,6,6,6,5,Graduate
0,20,6,6,6,6,Graduate
0,18,6,6,6,6,Dropout
0,18,0,0,0,0,Graduate
0,30,3,5,5,4,Enrolled
0,18,5,5,5,5,Graduate
0,35,3,6,6,0,Dropout
1,31,2,6,6,3,Dropout
1,19,2,6,6,1,Dropout
0,19,6,6,6,5,Graduate
0,19,6,7,7,6,Graduate
0,19,8,8,8,8,Graduate
0,21,5,5,5,4,Graduate
0,18,2,6,6,0,Dropout
0,18,4,6,6,4,Enrolled
0,19,0,0,0,0,Graduate
0,18,6,6,6,4,Graduate
0,18,6,6,6,6,Graduate
0,25,0,5,5,0,Dropout
0,18,6,7,7,6,Enrolled
0,19,0,0,0,0,Graduate
0,18,7,8,7,8,Graduate
0,24,0,6,6,0,Dropout
0,19,2,6,6,6,Enrolled
0,29,7,8,8,7,Graduate
0,27,0,5,5,0,Dropout
0,18,7,8,7,7,Graduate
0,28,14,14,15,12,Dropout
0,32,7,8,7,8,Graduate
0,30,5,5,5,5,Dropout
0,29,4,8,8,4,Dropout
0,20,0,5,6,0,Enrolled
0,19,7,8,8,7,Graduate
0,29,6,6,6,6,Graduate
0,27,2,6,6,4,Dropout
0,19,0,6,6,0,Dropout
0,21,3,5,5,2,Dropout
0,29,4,5,5,5,Dropout
1,42,13,12,13,12,Dropout
0,18,6,6,6,6,Graduate
0,24,5,5,5,5,Graduate
0,32,7,8,7,7,Enrolled
0,18,4,5,5,5,Enrolled
0,27,3,5,5,3,Graduate
0,18,8,8,8,8,Graduate
1,19,6,6,6,5,Dropout
0,18,6,6,6,6,Graduate
0,21,5,6,6,3,Enrolled
0,26,4,5,5,4,Graduate
0,22,6,6,6,6,Graduate
1,37,4,5,5,3,Dropout
0,24,3,5,5,0,Dropout
0,18,5,6,6,6,Enrolled
0,19,6,8,7,7,Graduate
1,28,1,6,6,2,Dropout
0,18,7,8,8,7,Graduate
0,20,4,6,6,2,Enrolled
0,18,6,6,6,6,Graduate
0,47,5,6,6,6,Dropout
0,38,5,5,5,5,Graduate
0,20,6,6,6,5,Graduate
0,21,6,6,6,3,Dropout
0,19,4,6,6,5,Enrolled
0,25,5,8,10,2,Enrolled
0,18,5,5,5,5,Graduate
1,46,3,7,7,3,Dropout
0,23,12,14,14,12,Graduate
0,20,6,6,6,6,Graduate
0,20,6,9,7,7,Graduate
0,19,5,6,6,5,Graduate
1,18,6,6,6,2,Dropout
0,30,7,8,7,1,Dropout
0,20,5,5,5,5,Graduate
0,22,6,6,6,6,Graduate
